UPA,d1,t2_a1,t2_a2,t2_b1,t2_b2,t2_c1,t2_c2,t2_d1,t2_d2,t2_e1,t2_e2,t2_f1,t2_f2,t2_g1,t2_g2,t2_h1,t2_h2,d3,d4,do1,do2,do3,do4,do5,do6,do7,do8,di1,di2,di3,di4,di5,di6,di7,di8,bio_a,bio_b,bio_c,bio_d,bio_e,bio_f,bio_g,bio_h,bio_i,bio_j,bio_k,bio_l,bio_m,bio_n,info2,info3
711,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,Si,, 
712,Si,No,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
713,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
714,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
715,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
716,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
717,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
718,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
719,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
720,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
721,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
722,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
723,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Capacitacion,No,Si,No,No,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
724,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
725,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,ESPOSA
726,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
727,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,ESPOSA
728,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,, 
729,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
730,Si,No,,No,,No,,No,,No,,No,,No,,Si,Mucho,Si,Representacion,No,Si,No,No,No,No,Si,No,No,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,, 
731,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
732,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
733,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
734,Si,No,,No,,No,,No,,Si,Nada,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
735,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
736,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PROPIETARIO
737,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
738,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
739,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
740,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
741,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
742,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
743,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
744,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
745,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
746,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Otro,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
747,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
748,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Otro,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
749,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Capacitacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,MADRE
750,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
751,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Otro,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
752,No,,,,,,,,,,,,,,,,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
753,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,, 
754,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,Si,Si,No,No,, 
755,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Otro,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,HERMANA
