UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
157,2,PIMIENTO,Pimiento,Pimiento,Asociado,,Comun,Si,0.1,Hectareas,1-Mar-14,0.1,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,8,Caneca/gaveta,FRUTA FRESCA,buena,0,8,caneca/gaveta,28,FRUTA FRESCA,48,,,,,,comerciante,San Cristobal,224,224,0,Asociado,Asociado con transitorio,0.1,153,Campo abierto,Pimiento
157,2,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.05,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.05,154,Campo abierto,Yuca
157,2,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,Si,0.05,Hectareas,1-Mar-14,0.05,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,5,Caneca/gaveta,FRUTA FRESCA,buena,0,4,caneca/gaveta,40,FRUTA FRESCA,64,1,,,,,comerciante,San Cristobal,200,160,1,Asociado,Cultivo rotativo,0,155,Campo abierto,Tomate rinon
157,1,BROCOLI,Brocoli,Brocoli,Asociado,,Comun,Si,0.05,Hectareas,1-May-14,0.05,Hectareas,1-Oct-14,, ,No,,,, ,No,,No, ,40,Unidad,REPOLLO,buena,0,30,unidad,2.5,REPOLLO,30,10,,,,,comerciante,San Cristobal,100,75,10,Asociado,Cultivo rotativo,0,155,Campo abierto,Brocoli
157,1,COLIFLOR,Coliflor,Coliflor,Asociado,,Comun,Si,0.05,Hectareas,1-May-14,0.05,Hectareas,1-Oct-14,, ,No,,,, ,No,,No, ,40,Unidad,FRUTA FRESCA,buena,0,30,unidad,1,FRUTA FRESCA,30,10,,,,,comerciante,San Cristobal,40,30,10,Asociado,Cultivo rotativo,0.05,156,Campo abierto,Coliflor
157,2,PIMIENTO,Pimiento,Pimiento,Asociado,,Comun,Si,0.05,Hectareas,1-Mar-14,0.05,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,4,Caneca/gaveta,FRUTA FRESCA,buena,0,4,caneca/gaveta,40,FRUTA FRESCA,32,,,,,,comerciante,San Cristobal,160,160,0,Asociado,Cultivo rotativo,0,156,Campo abierto,Pimiento
157,1,HIERVITA,Hiervita,Cilantro,Asociado,,Comun,Si,0.1,Hectareas,1-Mar-14,0.1,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,45,Otro especifique,HOJA FRESCA,buena,0,40,otros especifique,1,HOJA FRESCA,125,5,,,,,comerciante,San Cristobal,45,40,5,Asociado,Asociado con transitorio,0,157,Campo abierto,Hiervita
157,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,Si,0.1,Hectareas,1-Mar-14,0.1,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,10,Caneca/gaveta,FRUTA FRESCA,buena,0,9,caneca/gaveta,40,FRUTA FRESCA,160,1,,,,,comerciante,San Cristobal,400,360,1,Asociado,Asociado con transitorio,0,157,Campo abierto,Tomate rinon
158,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.02,158,Campo abierto,Tomate rinon
158,1,COL,Col,Col,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,158,Campo abierto,Col
158,1,HIERVITA,Hiervita,Cilantro,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,158,Campo abierto,Hiervita
158,1,LECHUGA,Lechuga,Lechuga,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,158,Campo abierto,Lechuga
158,1,PEREJIL,Perejil,Perejil,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,158,Campo abierto,Perejil
158,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Certificada,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,158,Campo abierto,Pimiento
160,1,YUCA,Yuca,Yuca,Asociado,,Comun,Si,0.25,Hectareas,1-Feb-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,159,Campo abierto,Yuca
160,1,ACELGA,Acelga,Acelga,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,3,Libra,HOJA FRESCA,buena,0,0, ,1, ,,3,,,,, , ,3,0,3,Asociado,Asociado con transitorio,0.25,160,Campo abierto,Acelga
160,1,ALFALFA,Alfalfa,Otros transitorios,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,3,Libra,HOJA FRESCA,buena,0,0, ,1, ,,3,,,,, , ,3,0,3,Asociado,Asociado con transitorio,0,160,Campo abierto,Alfalfa
160,1,BROCOLI,Brocoli,Brocoli,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Unidad,REPOLLO,buena,0,0, ,2, ,,10,,,,, , ,20,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Brocoli
160,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,20,Libra,TALLO FRESCO,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Asociado,Asociado con transitorio,0,160,Campo abierto,Cebolla Blanca
160,1,COL,Col,Col,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,5,Unidad,REPOLLO,buena,0,0, ,3, ,,5,,,,, , ,15,0,5,Asociado,Asociado con transitorio,0,160,Campo abierto,Col
160,1,COLIFLOR,Coliflor,Coliflor,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Unidad,REPOLLO,buena,0,0, ,2, ,,10,,,,, , ,20,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Coliflor
160,1,ESPINACA,Espinaca,Espinaca,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Libra,HOJA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Espinaca
160,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Libra,VAINA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Frejol
160,1,HIERVITA,Hiervita,Cilantro,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,2,Libra,HOJA FRESCA,buena,0,0, ,1, ,,2,,,,, , ,2,0,2,Asociado,Asociado con transitorio,0,160,Campo abierto,Hiervita
160,1,PEPINO,Pepino,Pepinillo,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,20,Unidad,FRUTA FRESCA,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Asociado,Asociado con transitorio,0,160,Campo abierto,Pepino
160,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Tomate rinon
160,1,ZANAHORIA AMARILLA,Zanahoria amarilla,Zanahoria amarilla,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,10,Libra,RAIZ FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,160,Campo abierto,Zanahoria amarilla
160,1,ZAPALLO,Zapallo,Zapallo calabaza,Asociado,,Certificada,Si,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,No, ,5,Unidad,FRUTA FRESCA,buena,0,0, ,3, ,,5,,,,, , ,15,0,5,Asociado,Asociado con transitorio,0,160,Campo abierto,Zapallo
161,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.1,Hectareas,1-Nov-13,0.1,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,5,Saco,RAIZ FRESCA,buena,0,0, ,50, ,,5,,,,, , ,250,0,5,Solo,solo,0.1,161,Campo abierto,Yuca
165,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,Si,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,3,Quintal,GRANO SECO,buena,0,0, ,100, ,,,3,,,, , ,300,0,3,Solo,solo,0.25,162,Campo abierto,Maiz
166,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Asociado,,Certificada,No,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,5,Quintal,MAZORCA,buena,0,0, ,100, ,,5,,,,, , ,500,0,5,Asociado,Asociado con transitorio,0,163,Campo abierto,Maiz
166,1,ACELGA,Acelga,Acelga,Asociado,,Certificada,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,10,Libra,HOJA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0.25,164,Campo abierto,Acelga
166,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Certificada,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,5,Libra,TALLO FRESCO,buena,0,0, ,1, ,,5,,,,, , ,5,0,5,Asociado,Asociado con transitorio,0,164,Campo abierto,Cebolla Blanca
166,1,ESPINACA,Espinaca,Espinaca,Asociado,,Certificada,No,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,10,Libra,HOJA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,164,Campo abierto,Espinaca
166,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Certificada,No,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,20,Libra,VAINA,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Asociado,Asociado con transitorio,0,164,Campo abierto,Frejol
166,1,HIERVITA,Hiervita,Cilantro,Asociado,,Certificada,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,10,Libra,HOJA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,164,Campo abierto,Hiervita
166,1,PEREJIL,Perejil,Perejil,Asociado,,Certificada,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,10,Libra,HOJA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,164,Campo abierto,Perejil
166,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Certificada,No,0.25,Hectareas,1-May-14,0.25,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,No,,No, ,10,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,164,Campo abierto,Pimiento
166,1,ZANAHORIA AMARILLA,Zanahoria amarilla,Zanahoria amarilla,Asociado,,Certificada,No,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,5,Libra,RAIZ FRESCA,buena,0,0, ,1, ,,5,,,,, , ,5,0,5,Asociado,Asociado con transitorio,0,164,Campo abierto,Zanahoria amarilla
168,1,YUCA,Yuca,Yuca,Asociado,,Certificada,No,0.1,Hectareas,1-Mar-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,165,Campo abierto,Yuca
168,1,ARVEJA,Arveja,Arveja tierna,Asociado,,Certificada,No,0.1,Hectareas,1-May-14,0.1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,4,Libra,VAINA,buena,0,0, ,1, ,,4,,,,, , ,4,0,4,Asociado,Asociado con transitorio,0,165,Campo abierto,Arveja
168,1,COL,Col,Col,Asociado,,Certificada,No,0.1,Hectareas,1-May-14,0.1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,10,Unidad,REPOLLO,buena,0,0, ,3, ,,10,,,,, , ,30,0,10,Asociado,Asociado con transitorio,0,165,Campo abierto,Col
168,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Certificada,No,0.1,Hectareas,1-May-14,0.1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,7,Libra,VAINA,buena,0,0, ,1, ,,7,,,,, , ,7,0,7,Asociado,Asociado con transitorio,0,165,Campo abierto,Frejol
168,1,HIERVITA,Hiervita,Cilantro,Asociado,,Certificada,No,0.1,Hectareas,1-May-14,0.1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,2,Libra,HOJA FRESCA,buena,0,0, ,1, ,,2,,,,, , ,2,0,2,Asociado,Asociado con transitorio,0,165,Campo abierto,Hiervita
168,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Asociado,,Certificada,No,0.1,Hectareas,1-Jun-14,0.1,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,No, ,4,Saco,MAZORCA,buena,0,0, ,100, ,,4,,,,, , ,400,0,4,Asociado,Asociado con transitorio,0.1,166,Campo abierto,Maiz
168,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,No,0.1,Hectareas,1-May-14,0.1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,10,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,166,Campo abierto,Tomate rinon
169,1,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.1,Hectareas,1-Oct-13,0.1,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,15,Saco,RAIZ FRESCA,buena,0,0, ,40, ,,15,,,,, , ,600,0,15,Solo,solo,0.1,167,Campo abierto,Yuca
172,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.15,Hectareas,1-Oct-13,0.15,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,45,Libra,RAIZ FRESCA,buena,0,0, ,1, ,,45,,,,, , ,45,0,45,Solo,solo,0.15,168,Campo abierto,Yuca
172,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Certificada,Si,0.05,Hectareas,1-Nov-13,0.05,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,3,Otro especifique,FRUTA FRESCA,buena,0,0, ,5, ,,3,,,,, , ,15,0,3,Asociado,Cultivo rotativo,0,169,Campo abierto,Tomate rinon
172,1,ACELGA,Acelga,Acelga,Asociado,,Certificada,Si,0.05,Hectareas,1-Apr-14,0.05,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,5,Libra,HOJA FRESCA,buena,0,0, ,1, ,,5,,,,, , ,5,0,5,Asociado,Cultivo rotativo,0,169,Campo abierto,Acelga
172,1,HIERVITA,Hiervita,Cilantro,Asociado,,Certificada,Si,0.05,Hectareas,1-Nov-13,0.05,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,3,Otro especifique,HOJA FRESCA,buena,0,0, ,1, ,,3,,,,, , ,3,0,3,Asociado,Cultivo rotativo,0,169,Campo abierto,Hiervita
172,1,LECHUGA,Lechuga,Lechuga,Asociado,,Certificada,Si,0.05,Hectareas,1-Apr-14,0.05,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,20,Otro especifique,REPOLLO,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Asociado,Cultivo rotativo,0.05,170,Campo abierto,Lechuga
172,1,LECHUGA,Lechuga,Lechuga,Asociado,,Certificada,Si,0.05,Hectareas,1-Nov-13,0.05,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,25,Unidad,REPOLLO,buena,0,0, ,4, ,,25,,,,, , ,100,0,25,Asociado,Cultivo rotativo,0,170,Campo abierto,Lechuga
172,1,PEPINO,Pepino,Pepinillo,Asociado,,Certificada,Si,0.05,Hectareas,1-Nov-13,0.05,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,20,Unidad,FRUTA FRESCA,buena,0,0, ,2, ,,20,,,,, , ,40,0,20,Asociado,Cultivo rotativo,0,170,Campo abierto,Pepino
172,1,PEREJIL,Perejil,Perejil,Asociado,,Certificada,Si,0.05,Hectareas,1-Apr-14,0.05,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,10,Otro especifique,HOJA FRESCA,buena,0,0, ,1, ,,,10,,,, , ,10,0,10,Asociado,Cultivo rotativo,0,170,Campo abierto,Perejil
172,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Certificada,Si,0.05,Hectareas,1-Nov-13,0.05,Hectareas,1-Mar-14,, ,No,,,, ,No,,No, ,10,Otro especifique,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Cultivo rotativo,0,170,Campo abierto,Pimiento
174,1,HIERVITA,Hiervita,Cilantro,Asociado,,Mejorada,Si,0.75,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Cultivo rotativo,0,171,Campo abierto,Hiervita
174,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Mejorada,Si,0.5,Hectareas,1-Jan-14,0.5,Hectareas,1-Apr-14,, ,Si,Si,Guano,No, ,No,,No, ,5,Saco,VAINA,buena,0,0, ,15, ,,3,,,,2, , ,75,0,5,Asociado,Cultivo rotativo,0,172,Campo abierto,Frejol
174,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,No,0.5,Hectareas,1-Oct-13,0.5,Hectareas,1-Jul-14,, ,Si,Si,Guano,No, ,No,,No, ,50,Saco,MAZORCA,buena,0,0, ,40, ,,,50,,,, , ,2000,0,50,Solo,solo,0.5,173,Campo abierto,Maiz
174,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.5,Hectareas,1-Nov-13,0.5,Hectareas,1-Aug-14,, ,Si,Si,Guano,No, ,No,,No, ,20,Saco,RAIZ FRESCA,buena,0,0, ,50, ,,10,8,,,2, , ,1000,0,20,Solo,solo,0.5,174,Campo abierto,Yuca
174,1,COL,Col,Col,Solo,,Mejorada,Si,0.25,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,0.25,175,Campo abierto,Col
174,1,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,No,0.25,Hectareas,1-Oct-13,0.25,Hectareas,1-May-14,, ,Si,Si,Guano,No, ,No,,No, ,15,Saco,CHOCLO,buena,0,0, ,25, ,,5,,,,10, , ,375,0,15,Solo,solo,0.25,176,Campo abierto,Maiz
174,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.25,Hectareas,1-Nov-13,0.25,Hectareas,1-Jul-14,, ,Si,Si,Guano,No, ,No,,No, ,10,Saco,RAIZ FRESCA,buena,0,0, ,100, ,,2,8,,,, , ,1000,0,10,Solo,solo,0.25,177,Campo abierto,Yuca
174,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Mejorada,Si,0.5,Hectareas,1-Apr-14,0.5,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,No,,No, ,50,Otro especifique,TALLO FRESCO,buena,0,0, ,10, ,,30,,,,20, , ,500,0,50,Asociado,Cultivo rotativo,0,178,Campo abierto,Cebolla Blanca
174,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Mejorada,Si,0.5,Hectareas,1-Jun-14,0.5,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,No,,No, ,5,Saco,VAINA,buena,0,0, ,15, ,,2,,,,3, , ,75,0,5,Asociado,Cultivo rotativo,0,178,Campo abierto,Frejol
174,1,PEREJIL,Perejil,Perejil,Asociado,,Mejorada,Si,0.5,Hectareas,1-Jul-14,0.5,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,No,,No, ,50,Otro especifique,HOJA FRESCA,buena,0,0, ,40, ,,30,,,,20, , ,2000,0,50,Asociado,Cultivo rotativo,0.5,179,Campo abierto,Perejil
174,1,PEREJIL,Perejil,Perejil,Asociado,,Mejorada,Si,0.5,Hectareas,1-Mar-14,0.5,Hectareas,1-Jun-14,, ,Si,Si,Guano,No, ,No,,No, ,80,Otro especifique,HOJA FRESCA,buena,0,0, ,20, ,,50,,,,30, , ,1600,0,80,Asociado,Cultivo rotativo,0,179,Campo abierto,Perejil
174,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Mejorada,Si,0.75,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Cultivo rotativo,0.75,180,Campo abierto,Cebolla Blanca
174,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Mejorada,Si,0.75,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Cultivo rotativo,0,180,Campo abierto,Frejol
174,1,LECHUGA,Lechuga,Lechuga,Asociado,,Mejorada,Si,0.75,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Cultivo rotativo,0,180,Campo abierto,Lechuga
174,1,PEREJIL,Perejil,Perejil,Asociado,,Mejorada,Si,0.75,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Cultivo rotativo,0,180,Campo abierto,Perejil
175,2,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Solo,,Comun,Si,1.5,Hectareas,1-Jun-14,1.5,Hectareas,1-Oct-14,, ,No,,,, ,No,,Si,Azul,2,Saco,CHOCLO,buena,0,1,Saco,50,CHOCLO,10,1,,,,,consumidor final,San Cristobal,100,50,1,Solo,solo,1.5,181,Campo abierto,Maiz
175,2,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,Si,1,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,solo,1,182,Campo abierto,Maiz
175,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.5,Hectareas,1-May-13,0.5,Hectareas,1-Jul-14,, ,No,,,, ,No,,No, ,3,Saco,RAIZ FRESCA,buena,0,0, ,60, ,,3,,,,, , ,180,0,3,Asociado,Asociado con transitorio,0.5,183,Campo abierto,Yuca
175,2,OTOY,Otoy,Otros transitorios,Asociado,,Comun,No,0.5,Hectareas,1-May-13,0.5,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,1,Saco,TUBERCULO FRESCO,buena,0,0, ,60, ,,1,,,,, , ,60,0,1,Asociado,Asociado con transitorio,0,183,Campo abierto,Otoy
176,2,YUCA,Yuca,Yuca,Asociado,,Comun,No,0.25,Hectareas,1-Sep-13,0.25,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,1,Saco,RAIZ FRESCA,buena,0,0, ,60, ,,1,,,,, , ,60,0,1,Asociado,Cultivo sucesivo,0,184,Campo abierto,Yuca
176,2,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Comun,No,0.25,Hectareas,1-Apr-14,0.25,Hectareas,1-Jun-14,, ,No,,,, ,No,,No, ,10,Saco,CHOCLO,buena,0,0, ,60, ,,10,,,,, , ,600,0,10,Asociado,Cultivo sucesivo,0,184,Campo abierto,Maiz
176,2,ZAPALLO,Zapallo,Zapallo calabaza,Asociado,,Comun,No,0.25,Hectareas,1-Jun-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,50,Otro especifique,FRUTA FRESCA,buena,0,0, ,10, ,,50,,,,, , ,500,0,50,Asociado,Cultivo sucesivo,0.25,185,Campo abierto,Zapallo
178,2,MAIZ DURO SECO,Maiz,Maiz duro seco,Asociado,,Comun,No,1.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,1.5,186,Campo abierto,Maiz
